SUID,edge,from,to,av_corr,interaction,name,phydist,from_genus,from_col,to_genus,to_col,from_phyla,to_phyla,from_phyla_col,to_phyla_col
734,47to121,EU800831.1.1486,EU803460.1.1447,-0.311315657,me,EU800831.1.1486 (me) EU803460.1.1447,0.35811,acIV,purple3,CaFonsibacter,turquoise1,Actinobacteria,Proteobacteria,purple3,paleturquoise1
895,162to171,HM856480.1.1443,EU803376.1.1258,-0.390158886,me,HM856480.1.1443 (me) EU803376.1.1258,0.36905,acIV,purple3,CaFonsibacter,turquoise1,Actinobacteria,Proteobacteria,purple3,paleturquoise1
897,162to189,HM856480.1.1443,GU305856.1.1443,-0.462653905,me,HM856480.1.1443 (me) GU305856.1.1443,0.36905,acIV,purple3,CaFonsibacter,turquoise1,Actinobacteria,Proteobacteria,purple3,paleturquoise1
890,121to162,EU803460.1.1447,HM856480.1.1443,-0.276728612,me,EU803460.1.1447 (me) HM856480.1.1443,0.36905,CaFonsibacter,purple3,acIV,grey,Proteobacteria,Actinobacteria,paleturquoise1,purple3
1028,113to162,EU800360.1.1446,HM856480.1.1443,-0.32267291,me,EU800360.1.1446 (me) HM856480.1.1443,0.36905,CaFonsibacter,purple3,acIV,grey,Proteobacteria,Actinobacteria,paleturquoise1,purple3
899,162to207,HM856480.1.1443,EU803732.1.1421,-0.347463837,me,HM856480.1.1443 (me) EU803732.1.1421,0.37077,acIV,purple3,CaFonsibacter,turquoise1,Actinobacteria,Proteobacteria,purple3,paleturquoise1
878,9to162,JX448570.1.1261,HM856480.1.1443,-0.3439126,me,JX448570.1.1261 (me) HM856480.1.1443,0.37077,CaFonsibacter,purple3,acIV,grey,Proteobacteria,Actinobacteria,paleturquoise1,purple3
971,189to211,GU305856.1.1443,AJ575701.1.1473,-0.180944136,me,GU305856.1.1443 (me) AJ575701.1.1473,0.37168,CaFonsibacter,paleturquoise1,Alcaligenaceae,grey,Proteobacteria,Proteobacteria,paleturquoise1,paleturquoise1
938,16to189,HQ860586.1.1449,GU305856.1.1443,0.405702683,co,HQ860586.1.1449 (co) GU305856.1.1443,0.40129,Limnohabitans,paleturquoise1,CaFonsibacter,turquoise1,Proteobacteria,Proteobacteria,paleturquoise1,paleturquoise1
1003,123to189,JN868881.1.1534,GU305856.1.1443,0.353029863,co,JN868881.1.1534 (co) GU305856.1.1443,0.43511,Rhodocyclaceae,paleturquoise1,CaFonsibacter,turquoise1,Proteobacteria,Proteobacteria,paleturquoise1,paleturquoise1
987,40to113,FN668259.1.1474,EU800360.1.1446,0.399178324,co,FN668259.1.1474 (co) EU800360.1.1446,0.50587,Nanopelagicus,plum1,CaFonsibacter,turquoise1,Actinobacteria,Proteobacteria,purple3,paleturquoise1
991,40to171,FN668259.1.1474,EU803376.1.1258,0.360499567,co,FN668259.1.1474 (co) EU803376.1.1258,0.50587,Nanopelagicus,plum1,CaFonsibacter,turquoise1,Actinobacteria,Proteobacteria,purple3,paleturquoise1
980,19to171,GU305712.1.1497,EU803376.1.1258,0.328744027,co,GU305712.1.1497 (co) EU803376.1.1258,0.52152,acI_C,magenta3,CaFonsibacter,turquoise1,Actinobacteria,Proteobacteria,purple3,paleturquoise1
982,19to189,GU305712.1.1497,GU305856.1.1443,0.437098808,co,GU305712.1.1497 (co) GU305856.1.1443,0.52152,acI_C,magenta3,CaFonsibacter,turquoise1,Actinobacteria,Proteobacteria,purple3,paleturquoise1
1008,24to113,AB661539.1.1411,EU800360.1.1446,-0.316552987,me,AB661539.1.1411 (me) EU800360.1.1446,0.6008,Stramenopiles,palegreen1,CaFonsibacter,turquoise1,Cyanobacteria-chloroplast,Proteobacteria,palegreen1,paleturquoise1
1017,43to121,HM128951.1.1451,EU803460.1.1447,0.431296253,co,HM128951.1.1451 (co) EU803460.1.1447,0.61086,Sediminibacterium,paleturquoise1,CaFonsibacter,turquoise1,Bacteroidetes,Proteobacteria,grey,paleturquoise1
1020,43to171,HM128951.1.1451,EU803376.1.1258,0.404107609,co,HM128951.1.1451 (co) EU803376.1.1258,0.61086,Sediminibacterium,paleturquoise1,CaFonsibacter,turquoise1,Bacteroidetes,Proteobacteria,grey,paleturquoise1
892,121to204,EU803460.1.1447,AF361195.1.1502,0.456798204,co,EU803460.1.1447 (co) AF361195.1.1502,0.61316,CaFonsibacter,grey,Sediminibacterium,grey,Proteobacteria,Bacteroidetes,paleturquoise1,grey
968,189to204,GU305856.1.1443,AF361195.1.1502,0.436220451,co,GU305856.1.1443 (co) AF361195.1.1502,0.61316,CaFonsibacter,grey,Sediminibacterium,grey,Proteobacteria,Bacteroidetes,paleturquoise1,grey
1030,113to204,EU800360.1.1446,AF361195.1.1502,0.516127349,co,EU800360.1.1446 (co) AF361195.1.1502,0.61316,CaFonsibacter,grey,Sediminibacterium,grey,Proteobacteria,Bacteroidetes,paleturquoise1,grey
880,9to204,JX448570.1.1261,AF361195.1.1502,0.469429879,co,JX448570.1.1261 (co) AF361195.1.1502,0.61488,CaFonsibacter,grey,Sediminibacterium,grey,Proteobacteria,Bacteroidetes,paleturquoise1,grey
763,204to212,AF361195.1.1502,EU803786.1.1256,0.509535944,co,AF361195.1.1502 (co) EU803786.1.1256,0.61541,Sediminibacterium,grey,CaFonsibacter,turquoise1,Bacteroidetes,Proteobacteria,grey,paleturquoise1
889,121to157,EU803460.1.1447,HM856573.1.1433,0.258713853,co,EU803460.1.1447 (co) HM856573.1.1433,0.63078,CaFonsibacter,grey,Cerasicoccaceae,grey,Proteobacteria,Verrucomicrobia,paleturquoise1,grey
887,121to228,EU803460.1.1447,GQ130152.1.1440,0.387984594,co,EU803460.1.1447 (co) GQ130152.1.1440,0.63572,CaFonsibacter,palegreen1,Synechococcus,palegreen1,Proteobacteria,Cyanobacteria,paleturquoise1,palegreen1
967,189to228,GU305856.1.1443,GQ130152.1.1440,0.41038063,co,GU305856.1.1443 (co) GQ130152.1.1440,0.63572,CaFonsibacter,palegreen1,Synechococcus,palegreen1,Proteobacteria,Cyanobacteria,paleturquoise1,palegreen1
1031,113to228,EU800360.1.1446,GQ130152.1.1440,0.350354703,co,EU800360.1.1446 (co) GQ130152.1.1440,0.63572,CaFonsibacter,palegreen1,Synechococcus,palegreen1,Proteobacteria,Cyanobacteria,paleturquoise1,palegreen1
894,121to158,EU803460.1.1447,HM856500.1.1441,0.265017002,co,EU803460.1.1447 (co) HM856500.1.1441,0.65132,CaFonsibacter,grey,Cerasicoccaceae,grey,Proteobacteria,Verrucomicrobia,paleturquoise1,grey
881,9to83,JX448570.1.1261,AB753899.1.1448,0.205661864,co,JX448570.1.1261 (co) AB753899.1.1448,0.70791,CaFonsibacter,grey,Fluviicola,grey,Proteobacteria,Bacteroidetes,paleturquoise1,grey
978,19to40,GU305712.1.1497,FN668259.1.1474,NA,co,GU305712.1.1497 (co) FN668259.1.1474,NA,acI_C,NA,Nanopelagicus,NA,Actinobacteria,Actinobacteria,NA,NA
979,19to123,GU305712.1.1497,JN868881.1.1534,NA,co,GU305712.1.1497 (co) JN868881.1.1534,NA,acI_C,NA,Rhodocyclaceae,NA,Actinobacteria,Proteobacteria,NA,NA
900,162to211,HM856480.1.1443,AJ575701.1.1473,NA,co,HM856480.1.1443 (co) AJ575701.1.1473,NA,acIV,NA,Alcaligenaceae,NA,Actinobacteria,Proteobacteria,NA,NA
902,162to209,HM856480.1.1443,GU305795.1.1496,NA,co,HM856480.1.1443 (co) GU305795.1.1496,NA,acIV,NA,Alcaligenaceae,NA,Actinobacteria,Proteobacteria,NA,NA
1195,157to158,HM856573.1.1433,HM856500.1.1441,NA,co,HM856573.1.1433 (co) HM856500.1.1441,NA,Cerasicoccaceae,NA,Cerasicoccaceae,NA,Verrucomicrobia,Verrucomicrobia,NA,NA
1078,158to204,HM856500.1.1441,AF361195.1.1502,NA,co,HM856500.1.1441 (co) AF361195.1.1502,NA,Cerasicoccaceae,NA,Sediminibacterium,NA,Verrucomicrobia,Bacteroidetes,NA,NA
934,16to47,HQ860586.1.1449,EU800831.1.1486,NA,me,HQ860586.1.1449 (me) EU800831.1.1486,NA,Limnohabitans,NA,acIV,NA,Proteobacteria,Actinobacteria,NA,NA
942,16to132,HQ860586.1.1449,KP687114.1.1453,NA,co,HQ860586.1.1449 (co) KP687114.1.1453,NA,Limnohabitans,NA,Burkholderiales,NA,Proteobacteria,Proteobacteria,NA,NA
944,16to204,HQ860586.1.1449,AF361195.1.1502,NA,co,HQ860586.1.1449 (co) AF361195.1.1502,NA,Limnohabitans,NA,Sediminibacterium,NA,Proteobacteria,Bacteroidetes,NA,NA
988,40to123,FN668259.1.1474,JN868881.1.1534,NA,co,FN668259.1.1474 (co) JN868881.1.1534,NA,Nanopelagicus,NA,Rhodocyclaceae,NA,Actinobacteria,Proteobacteria,NA,NA
997,40to228,FN668259.1.1474,GQ130152.1.1440,NA,co,FN668259.1.1474 (co) GQ130152.1.1440,NA,Nanopelagicus,NA,Synechococcus,NA,Actinobacteria,Cyanobacteria,NA,NA
1001,123to162,JN868881.1.1534,HM856480.1.1443,NA,me,JN868881.1.1534 (me) HM856480.1.1443,NA,Rhodocyclaceae,NA,acIV,NA,Proteobacteria,Actinobacteria,NA,NA
1004,123to228,JN868881.1.1534,GQ130152.1.1440,NA,co,JN868881.1.1534 (co) GQ130152.1.1440,NA,Rhodocyclaceae,NA,Synechococcus,NA,Proteobacteria,Cyanobacteria,NA,NA
762,204to209,AF361195.1.1502,GU305795.1.1496,NA,me,AF361195.1.1502 (me) GU305795.1.1496,NA,Sediminibacterium,NA,Alcaligenaceae,NA,Bacteroidetes,Proteobacteria,NA,NA
765,204to211,AF361195.1.1502,AJ575701.1.1473,NA,me,AF361195.1.1502 (me) AJ575701.1.1473,NA,Sediminibacterium,NA,Alcaligenaceae,NA,Bacteroidetes,Proteobacteria,NA,NA
1018,43to158,HM128951.1.1451,HM856500.1.1441,NA,co,HM128951.1.1451 (co) HM856500.1.1441,NA,Sediminibacterium,NA,Cerasicoccaceae,NA,Bacteroidetes,Verrucomicrobia,NA,NA
1022,43to204,HM128951.1.1451,AF361195.1.1502,NA,co,HM128951.1.1451 (co) AF361195.1.1502,NA,Sediminibacterium,NA,Sediminibacterium,NA,Bacteroidetes,Bacteroidetes,NA,NA
1010,24to40,AB661539.1.1411,FN668259.1.1474,NA,me,AB661539.1.1411 (me) FN668259.1.1474,NA,Stramenopiles,NA,Nanopelagicus,NA,Cyanobacteria-chloroplast,Actinobacteria,NA,NA
1006,24to43,AB661539.1.1411,HM128951.1.1451,NA,me,AB661539.1.1411 (me) HM128951.1.1451,NA,Stramenopiles,NA,Sediminibacterium,NA,Cyanobacteria-chloroplast,Bacteroidetes,NA,NA
1012,24to228,AB661539.1.1411,GQ130152.1.1440,NA,me,AB661539.1.1411 (me) GQ130152.1.1440,NA,Stramenopiles,NA,Synechococcus,NA,Cyanobacteria-chloroplast,Cyanobacteria,NA,NA
